행정코드,행정구역명,최하위행정구역명,생성일자,변경전행정구역코드
4889042033,경상남도 합천군 쌍백면 죽전리,죽전리,1988-04-23,20251313
4889043000,경상남도 합천군 삼가면,삼가면,1988-04-23,20251400
4889043022,경상남도 합천군 삼가면 용흥리,용흥리,1988-04-23,20251402
4889043024,경상남도 합천군 삼가면 일부리,일부리,1988-04-23,20251404
4889043025,경상남도 합천군 삼가면 어전리,어전리,1988-04-23,20251405
4476033024,충청남도 부여군 외산면 문신리,문신리,1988-04-23,16080404
4476033025,충청남도 부여군 외산면 가덕리,가덕리,1988-04-23,16080405
4476033027,충청남도 부여군 외산면 갈산리,갈산리,1988-04-23,16080407
4476033028,충청남도 부여군 외산면 장항리,장항리,1988-04-23,16080408
4476033030,충청남도 부여군 외산면 만수리,만수리,1988-04-23,16080410
4476033031,충청남도 부여군 외산면 복덕리,복덕리,1988-04-23,16080411
4476033032,충청남도 부여군 외산면 화성리,화성리,1988-04-23,16080412
4476034000,충청남도 부여군 내산면,내산면,1988-04-23,16080500
4476034021,충청남도 부여군 내산면 운치리,운치리,1988-04-23,16080501
4725040022,경상북도 상주시 화동면 선교리,선교리,1995-01-01,4788040022
4725042000,경상북도 상주시 화북면,화북면,1995-01-01,4788042000
4725042022,경상북도 상주시 화북면 장암리,장암리,1995-01-01,4788042022
4725042023,경상북도 상주시 화북면 상오리,상오리,1995-01-01,4788042023
4725042025,경상북도 상주시 화북면 중벌리,중벌리,1995-01-01,4788042025
4725043000,경상북도 상주시 외서면,외서면,1995-01-01,4788043000
4725043021,경상북도 상주시 외서면 연봉리,연봉리,1995-01-01,4788043021
4725039029,경상북도 상주시 모서면 득수리,득수리,1995-01-01,4788039029
4725046024,경상북도 상주시 이안면 구미리,구미리,1995-01-01,4788046024
4725046025,경상북도 상주시 이안면 대현리,대현리,1995-01-01,4788046025
4725046027,경상북도 상주시 이안면 지산리,지산리,1995-01-01,4788046027
4725046028,경상북도 상주시 이안면 흑암리,흑암리,1995-01-01,4788046028
4677033024,전라남도 고흥군 금산면 신촌리,신촌리,1988-04-23,18120404
4677033025,전라남도 고흥군 금산면 석정리,석정리,1988-04-23,18120405
4677033027,전라남도 고흥군 금산면 오천리,오천리,1988-04-23,18120407
4677034000,전라남도 고흥군 도화면,도화면,1988-04-23,18120500
4677034022,전라남도 고흥군 도화면 구암리,구암리,1988-04-23,18120502
4677034023,전라남도 고흥군 도화면 사덕리,사덕리,1988-04-23,18120503
4677034026,전라남도 고흥군 도화면 봉산리,봉산리,1988-04-23,18120506
4677034027,전라남도 고흥군 도화면 당오리,당오리,1988-04-23,18120507
4677033000,전라남도 고흥군 금산면,금산면,1988-04-23,18120400
4678025326,전라남도 보성군 벌교읍 추동리,추동리,1988-04-23,18130206
4678025329,전라남도 보성군 벌교읍 칠동리,칠동리,1988-04-23,18130209
4728000000,경상북도 문경시,문경시,1995-01-01,4727000000
4728025328,경상북도 문경시 가은읍 전곡리,전곡리,1995-01-01,4789025328
4728025329,경상북도 문경시 가은읍 성유리,성유리,1995-01-01,4789025329
4728025331,경상북도 문경시 가은읍 완장리,완장리,1995-01-01,4789025331
4423010600,충청남도 논산시 등화동,등화동,1996-03-01,4475025026
4423010700,충청남도 논산시 지산동,지산동,1996-03-01,4475025027
4423010900,충청남도 논산시 내동,내동,1996-03-01,4475025029
4423011000,충청남도 논산시 강산동,강산동,1996-03-01,4475025030
4423025000,충청남도 논산시 강경읍,강경읍,1996-03-01,4475025300
4423025021,충청남도 논산시 강경읍 남교리,남교리,1996-03-01,4475025321
4423025023,충청남도 논산시 강경읍 북옥리,북옥리,1996-03-01,4475025323
1114015200,서울특별시 중구 주교동,주교동,1988-04-23,11020140
1114015300,서울특별시 중구 방산동,방산동,1988-04-23,11020141
1114015400,서울특별시 중구 오장동,오장동,1998-09-14,11020142
1114011200,서울특별시 중구 남창동,남창동,1988-04-23,11020099
4773042033,경상북도 의성군 단북면 성암리,성암리,1988-10-01,19121306
4773042034,경상북도 의성군 단북면 신하리,신하리,1988-10-01,19121307
1111010200,서울특별시 종로구 신교동,신교동,1988-04-23,11010002
1111010300,서울특별시 종로구 궁정동,궁정동,1988-04-23,11010003
1111010400,서울특별시 종로구 효자동,효자동,1988-04-23,11010004
1111010500,서울특별시 종로구 창성동,창성동,1988-04-23,11010005
1111010600,서울특별시 종로구 통의동,통의동,1988-04-23,11010006
1111015600,서울특별시 종로구 종로3가,종로3가,1998-12-01,11010056
4415039024,충청남도 공주시 사곡면 계실리,계실리,1995-01-01,4474039024
4415039025,충청남도 공주시 사곡면 해월리,해월리,1995-01-01,4474039025
4423025026,충청남도 논산시 강경읍 중앙리,중앙리,1996-03-01,4475025326
4421039024,충청남도 서산시 해미면 산수리,산수리,1995-01-01,4482039024
4421039026,충청남도 서산시 해미면 오학리,오학리,1995-01-01,4482039026
4421039027,충청남도 서산시 해미면 삼송리,삼송리,1995-01-01,4482039027
4421039029,충청남도 서산시 해미면 홍천리,홍천리,1995-01-01,4482039029
4421039030,충청남도 서산시 해미면 동암리,동암리,1995-01-01,4482039030
4421039032,충청남도 서산시 해미면 웅소성리,웅소성리,1995-01-01,4482039032
4421039033,충청남도 서산시 해미면 귀밀리,귀밀리,1995-01-01,4482039033
4421039035,충청남도 서산시 해미면 전천리,전천리,1995-01-01,4482039035
1114010500,서울특별시 중구 을지로2가,을지로2가,1998-09-14,11020092
1114010600,서울특별시 중구 남대문로1가,남대문로1가,1998-09-14,11020093
1114010900,서울특별시 중구 장교동,장교동,1998-09-14,11020096
1114011400,서울특별시 중구 태평로2가,태평로2가,1988-04-23,11020101
1114011600,서울특별시 중구 남대문로3가,남대문로3가,1988-04-23,11020103
1114011900,서울특별시 중구 봉래동1가,봉래동1가,1998-09-14,11020107
1114012000,서울특별시 중구 봉래동2가,봉래동2가,1998-09-14,11020108
1114012100,서울특별시 중구 회현동1가,회현동1가,1988-04-23,11020109
1114012300,서울특별시 중구 회현동3가,회현동3가,1988-04-23,11020111
1114012400,서울특별시 중구 충무로1가,충무로1가,1988-04-23,11020112
1114012600,서울특별시 중구 명동1가,명동1가,1988-04-23,11020114
1114012700,서울특별시 중구 명동2가,명동2가,1988-04-23,11020115
4476034023,충청남도 부여군 내산면 저동리,저동리,1988-04-23,16080503
4476034024,충청남도 부여군 내산면 온해리,온해리,1988-04-23,16080504
2611011100,부산광역시 중구 동광동1가,동광동1가,1995-01-01,2111011100
2611011200,부산광역시 중구 동광동2가,동광동2가,1995-01-01,2111011200
2611011300,부산광역시 중구 동광동3가,동광동3가,1995-01-01,2111011300
2611011500,부산광역시 중구 동광동5가,동광동5가,1995-01-01,2111011500
2611011600,부산광역시 중구 대청동1가,대청동1가,1995-01-01,2111011600
2611011700,부산광역시 중구 대청동2가,대청동2가,1995-01-01,2111011700
4482534026,충청남도 태안군 소원면 의항리,의항리,1989-01-01,4482047026
4482534027,충청남도 태안군 소원면 모항리,모항리,1989-01-01,4482047027
4482534029,충청남도 태안군 소원면 송현리,송현리,1989-01-01,4482047029
4482535000,충청남도 태안군 원북면,원북면,1989-01-01,4482045000
4482535022,충청남도 태안군 원북면 이곡리,이곡리,1989-01-01,4482045022
4482535023,충청남도 태안군 원북면 황촌리,황촌리,1989-01-01,4482045023
4482533026,충청남도 태안군 근흥면 도황리,도황리,1989-01-01,4482043026
4482532026,충청남도 태안군 남면 원청리,원청리,1989-01-01,4482042026
2611013000,부산광역시 중구 신창동4가,신창동4가,1995-01-01,2111013000
2611013200,부산광역시 중구 창선동2가,창선동2가,1995-01-01,2111013200
2611013300,부산광역시 중구 광복동1가,광복동1가,1995-01-01,2111013300
2611013400,부산광역시 중구 광복동2가,광복동2가,1995-01-01,2111013400
2611013500,부산광역시 중구 광복동3가,광복동3가,1995-01-01,2111013500
2611013700,부산광역시 중구 남포동2가,남포동2가,1995-01-01,2111013700
2611013800,부산광역시 중구 남포동3가,남포동3가,1995-01-01,2111013800
2611014000,부산광역시 중구 남포동5가,남포동5가,1995-01-01,2111014000
2611014100,부산광역시 중구 남포동6가,남포동6가,1995-01-01,2111014100
2614010100,부산광역시 서구 동대신동1가,동대신동1가,1995-01-01,2114010100
2614010200,부산광역시 서구 동대신동2가,동대신동2가,1995-01-01,2114010200
2620011200,부산광역시 영도구 신선동1가,신선동1가,1995-01-01,2120011200
4476032031,충청남도 부여군 은산면 거전리,거전리,1988-04-23,16080311
4476032032,충청남도 부여군 은산면 용두리,용두리,1988-04-23,16080312
4476032033,충청남도 부여군 은산면 내지리,내지리,1988-04-23,16080313
4476032035,충청남도 부여군 은산면 금공리,금공리,1988-04-23,16080315
4476032036,충청남도 부여군 은산면 가곡리,가곡리,1988-04-23,16080316
4476033000,충청남도 부여군 외산면,외산면,1988-04-23,16080400
4476033021,충청남도 부여군 외산면 삼산리,삼산리,1988-04-23,16080401
2600000000,부산광역시,부산광역시,1995-01-01,2100000000
2611000000,부산광역시 중구,중구,1995-01-01,2111000000
2611010100,부산광역시 중구 영주동,영주동,1995-01-01,2111010100
2611010200,부산광역시 중구 대창동1가,대창동1가,1995-01-01,2111010200
2611010400,부산광역시 중구 중앙동1가,중앙동1가,1995-01-01,2111010400
4482532027,충청남도 태안군 남면 당암리,당암리,1989-01-01,4482042027
4482532028,충청남도 태안군 남면 신온리,신온리,1989-01-01,4482042028
4482532029,충청남도 태안군 남면 거아도리,거아도리,1989-01-01,4482042029
4482533021,충청남도 태안군 근흥면 두야리,두야리,1989-01-01,4482043021
4482533022,충청남도 태안군 근흥면 수룡리,수룡리,1989-01-01,4482043022
4482533024,충청남도 태안군 근흥면 안기리,안기리,1989-01-01,4482043024
4482533025,충청남도 태안군 근흥면 용신리,용신리,1989-01-01,4482043025
2620011300,부산광역시 영도구 신선동2가,신선동2가,1995-01-01,2120011300
4822025023,경상남도 통영시 산양읍 미남리,미남리,1995-03-02,4822032023
4822025025,경상남도 통영시 산양읍 삼덕리,삼덕리,1995-03-02,4822032025
4822025027,경상남도 통영시 산양읍 풍화리,풍화리,1995-03-02,4822032027
1114014000,서울특별시 중구 남학동,남학동,1988-04-23,11020128
1123010600,서울특별시 동대문구 장안동,장안동,1988-04-23,11030168
1123010700,서울특별시 동대문구 청량리동,청량리동,1988-04-23,11030169
1123010900,서울특별시 동대문구 휘경동,휘경동,1988-04-23,11030171
4773047024,경상북도 의성군 안사면 신수리,신수리,1991-08-06,4773045042
4773047026,경상북도 의성군 안사면 쌍호리,쌍호리,1991-08-06,4773045044
4831033022,경상남도 거제시 남부면 저구리,저구리,1995-01-01,4881033022
4471034022,충청남도 금산군 군북면 내부리,내부리,1988-04-23,16030502
4423036037,충청남도 논산시 연산면 사포리,사포리,1996-03-01,4475036037
4423036038,충청남도 논산시 연산면 송산리,송산리,1996-03-01,4475036038
4423036040,충청남도 논산시 연산면 신양리,신양리,1996-03-01,4475036040
1117012900,서울특별시 용산구 이촌동,이촌동,1988-04-23,11090346
1117013000,서울특별시 용산구 이태원동,이태원동,1988-04-23,11090347
1117013200,서울특별시 용산구 동빙고동,동빙고동,1988-04-23,11090349
1117013300,서울특별시 용산구 서빙고동,서빙고동,1988-04-23,11090350
1117013400,서울특별시 용산구 주성동,주성동,1988-04-23,11090351
1117013600,서울특별시 용산구 보광동,보광동,1988-04-23,11090353
1120000000,서울특별시 성동구,성동구,1988-04-23,11040000
1120010100,서울특별시 성동구 상왕십리동,상왕십리동,1988-04-23,11040179
1120010200,서울특별시 성동구 하왕십리동,하왕십리동,1988-04-23,11040180
1117000000,서울특별시 용산구,용산구,1988-04-23,11090000
1114013300,서울특별시 중구 충무로5가,충무로5가,1998-09-14,11020121
1111018100,서울특별시 종로구 행촌동,행촌동,1988-04-23,11010081
4889044021,경상남도 합천군 가회면 월계리,월계리,1988-04-23,20251501
4313025028,충청북도 충주시 주덕읍 제내리,제내리,1995-03-02,4313034028
4313025029,충청북도 충주시 주덕읍 장록리,장록리,1995-03-02,4313034029
4313025030,충청북도 충주시 주덕읍 덕련리,덕련리,1995-03-02,4313034030
4313031000,충청북도 충주시 살미면,살미면,1995-01-01,4378031000
4313031021,충청북도 충주시 살미면 세성리,세성리,1995-01-01,4378031021
4313031023,충청북도 충주시 살미면 재오개리,재오개리,1995-01-01,4378031023
4313031025,충청북도 충주시 살미면 신당리,신당리,1995-01-01,4378031025
4313031026,충청북도 충주시 살미면 신매리,신매리,1995-01-01,4378031026
4375034028,충청북도 진천군 백곡면 명암리,명암리,1988-04-23,15070508
4375035000,충청북도 진천군 이월면,이월면,1988-04-23,15070600
4375025024,충청북도 진천군 진천읍 읍내리,읍내리,1988-04-23,15070104
4115011200,경기도 의정부시 고산동,고산동,1988-04-23,13071200
4115011300,경기도 의정부시 산곡동,산곡동,1988-04-23,13071300
2620011500,부산광역시 영도구 봉래동1가,봉래동1가,1995-01-01,2120011500
2620011600,부산광역시 영도구 봉래동2가,봉래동2가,1995-01-01,2120011600
2620011700,부산광역시 영도구 봉래동3가,봉래동3가,1998-10-01,2120011700
2611011800,부산광역시 중구 대청동3가,대청동3가,1995-01-01,2111011800
2611011900,부산광역시 중구 대청동4가,대청동4가,1995-01-01,2111011900
2611012100,부산광역시 중구 보수동2가,보수동2가,1999-01-01,2111012100
2611012200,부산광역시 중구 보수동3가,보수동3가,1999-01-01,2111012200
2611012400,부산광역시 중구 부평동2가,부평동2가,1995-01-01,2111012400
2611012600,부산광역시 중구 부평동4가,부평동4가,1995-01-01,2111012600
2611012700,부산광역시 중구 신창동1가,신창동1가,1995-01-01,2111012700
2614012300,부산광역시 서구 남부민동,남부민동,1995-01-01,2114012300
4889043031,경상남도 합천군 삼가면 문송리,문송리,1988-04-23,20251411
4889043032,경상남도 합천군 삼가면 덕진리,덕진리,1988-04-23,20251412
4889044000,경상남도 합천군 가회면,가회면,1988-04-23,20251500
4313025027,충청북도 충주시 주덕읍 사락리,사락리,1995-03-02,4313034027
4375025025,충청북도 진천군 진천읍 성석리,성석리,1988-04-23,15070105
4375025026,충청북도 진천군 진천읍 벽암리,벽암리,1988-04-23,15070106
4375025028,충청북도 진천군 진천읍 장관리,장관리,1988-04-23,15070108
4375025030,충청북도 진천군 진천읍 지암리,지암리,1988-04-23,15070110
4375025031,충청북도 진천군 진천읍 사석리,사석리,1988-04-23,15070111
4375025033,충청북도 진천군 진천읍 상계리,상계리,1988-04-23,15070113
4375025035,충청북도 진천군 진천읍 연곡리,연곡리,1988-04-23,15070115
4375025036,충청북도 진천군 진천읍 삼덕리,삼덕리,1988-04-23,15070116
4375025038,충청북도 진천군 진천읍 가산리,가산리,1988-04-23,15070118
4375025040,충청북도 진천군 진천읍 산척리,산척리,1988-04-23,15070120
4375025023,충청북도 진천군 진천읍 원덕리,원덕리,1988-04-23,15070103
4377034032,충청북도 음성군 대소면 대풍리,대풍리,1988-04-23,15090512
4377035021,충청북도 음성군 삼성면 덕정리,덕정리,1988-04-23,15090601
1141010500,서울특별시 서대문구 냉천동,냉천동,1988-04-23,11070260
1141010600,서울특별시 서대문구 천연동,천연동,1988-04-23,11070261
1141010800,서울특별시 서대문구 영천동,영천동,1988-04-23,11070263
1129013900,서울특별시 성북구 석관동,석관동,1988-04-23,11050242
1129000000,서울특별시 성북구,성북구,1988-04-23,11050000
1129010100,서울특별시 성북구 성북동,성북동,1988-04-23,11050204
1120010700,서울특별시 성동구 행당동,행당동,1988-04-23,11040185
1120010800,서울특별시 성동구 응봉동,응봉동,1988-04-23,11040186
1120011000,서울특별시 성동구 금호동2가,금호동2가,1988-04-23,11040188
1120011100,서울특별시 성동구 금호동3가,금호동3가,1988-04-23,11040189
4377034022,충청북도 음성군 대소면 태생리,태생리,1988-04-23,15090502
4377034023,충청북도 음성군 대소면 소석리,소석리,1988-04-23,15090503
4377034025,충청북도 음성군 대소면 부윤리,부윤리,1988-04-23,15090505
4377034026,충청북도 음성군 대소면 수태리,수태리,1988-04-23,15090506
4613033029,전라남도 여수시 화양면 장수리,장수리,1998-04-01,4675033029
4613034000,전라남도 여수시 남면,남면,1998-04-01,4675034000
4613034021,전라남도 여수시 남면 우학리,우학리,1998-04-01,4675034021
4613034022,전라남도 여수시 남면 심장리,심장리,1998-04-01,4675034022
4613034024,전라남도 여수시 남면 유송리,유송리,1998-04-01,4675034024
4613034025,전라남도 여수시 남면 안도리,안도리,1998-04-01,4675034025
1129013200,서울특별시 성북구 보문동3가,보문동3가,1988-04-23,11050235
1129013300,서울특별시 성북구 정릉동,정릉동,1988-04-23,11050236
1129013600,서울특별시 성북구 하월곡동,하월곡동,1989-04-27,11050239
1129013800,서울특별시 성북구 장위동,장위동,1988-04-23,11050241
1117010200,서울특별시 용산구 용산동2가,용산동2가,1988-04-23,11090318
1117010300,서울특별시 용산구 용산동4가,용산동4가,1988-04-23,11090319
1117010500,서울특별시 용산구 남영동,남영동,1988-04-23,11090321
1117010700,서울특별시 용산구 동자동,동자동,1988-04-23,11090324
1117010800,서울특별시 용산구 서계동,서계동,1988-04-23,11090325
1120011400,서울특별시 성동구 성수동1가,성수동1가,1988-04-23,11040192
1120011500,서울특별시 성동구 성수동2가,성수동2가,1988-04-23,11040193
1129011300,서울특별시 성북구 삼선동3가,삼선동3가,1988-04-23,11050216
4113511600,경기도 성남시 분당구 대장동,대장동,1991-09-16,4113312500
4113511700,경기도 성남시 분당구 석운동,석운동,1991-09-16,4113312600
4115000000,경기도 의정부시,의정부시,1988-04-23,13070000
2641010100,부산광역시 금정구 두구동,두구동,1998-11-01,2141010100
2641010200,부산광역시 금정구 노포동,노포동,1998-11-01,2141010200
2641010300,부산광역시 금정구 청룡동,청룡동,1995-01-01,2141010300
2641010400,부산광역시 금정구 남산동,남산동,1995-01-01,2141010400
2641010600,부산광역시 금정구 오륜동,오륜동,1998-11-01,2141010600
2641010700,부산광역시 금정구 구서동,구서동,1995-01-01,2141010700
2641010900,부산광역시 금정구 부곡동,부곡동,1995-01-01,2141010900
2641011000,부산광역시 금정구 서동,서동,1995-01-01,2141011000
2671025030,부산광역시 기장군 기장읍 만화리,만화리,1995-03-01,4876025330
2671025031,부산광역시 기장군 기장읍 석산리,석산리,1995-03-01,4876025331
2671025033,부산광역시 기장군 기장읍 시랑리,시랑리,1995-03-01,4876025333
3011010200,대전광역시 동구 인동,인동,1995-01-01,2511010200
3011010300,대전광역시 동구 효동,효동,1995-01-01,2511010300
1174010500,서울특별시 강동구 길동,길동,1988-04-23,11140457
3011011100,대전광역시 동구 자양동,자양동,1995-01-01,2511011100
3011011200,대전광역시 동구 신안동,신안동,1998-12-14,2511011200
3011011300,대전광역시 동구 소제동,소제동,1995-01-01,2511011300
3011011500,대전광역시 동구 용전동,용전동,1995-01-01,2511011500
3011011600,대전광역시 동구 성남동,성남동,1995-01-01,2511011600
3011011700,대전광역시 동구 홍도동,홍도동,1995-01-01,2511011700
3011012400,대전광역시 동구 용계동,용계동,1998-12-14,2511012400
4372025000,충청북도 보은군 보은읍,보은읍,1988-04-23,15040100
4372025021,충청북도 보은군 보은읍 삼산리,삼산리,1988-04-23,15040101
4372025022,충청북도 보은군 보은읍 죽전리,죽전리,1988-04-23,15040102
4372039000,충청북도 보은군 내북면,내북면,1988-04-23,15041000
4713038023,경상북도 경주시 천북면 갈곡리,갈곡리,1995-01-01,4779538023
4713038025,경상북도 경주시 천북면 동산리,동산리,1995-01-01,4779538025
4713038026,경상북도 경주시 천북면 화산리,화산리,1995-01-01,4779538026
4713038029,경상북도 경주시 천북면 신당리,신당리,1995-01-01,4779538029
4115010200,경기도 의정부시 호원동,호원동,1992-08-01,13070200
4115010300,경기도 의정부시 장암동,장암동,1994-07-01,13070300
4113500000,경기도 성남시 분당구,성남시 분당구,1991-09-16,13060300
4113510100,경기도 성남시 분당구 분당동,분당동,1991-09-16,4113311300
2671025300,부산광역시 기장군 장안읍,장안읍,1995-03-01,4876025600
2671025321,부산광역시 기장군 장안읍 좌천리,좌천리,1995-03-01,4876025621
2653010200,부산광역시 사상구 모라동,모라동,1995-03-01,2632010700
2653010300,부산광역시 사상구 덕포동,덕포동,1995-03-01,2632010800
3011012600,대전광역시 동구 효평동,효평동,1998-12-14,2511012600
3011010400,대전광역시 동구 천동,천동,1995-01-01,2511010400
1174010300,서울특별시 강동구 상일동,상일동,1988-04-23,11140455
3011010700,대전광역시 동구 판암동,판암동,1995-01-01,2511010700
3011013200,대전광역시 동구 사성동,사성동,1998-12-14,2511013200
3011013300,대전광역시 동구 내탑동,내탑동,1998-12-14,2511013300
3011013400,대전광역시 동구 오동,오동,1998-12-14,2511013400
3011013600,대전광역시 동구 낭월동,낭월동,1995-01-01,2511013600
3011013700,대전광역시 동구 대별동,대별동,1995-01-01,2511013700
3011013800,대전광역시 동구 이사동,이사동,1995-01-01,2511013800
3011014000,대전광역시 동구 장척동,장척동,1995-01-01,2511014000
3011014100,대전광역시 동구 소호동,소호동,1995-01-01,2511014100
4380025021,충청북도 단양군 단양읍 현천리,현천리,1988-04-23,15120106
4380025022,충청북도 단양군 단양읍 덕상리,덕상리,1988-04-23,15120107
4380025024,충청북도 단양군 단양읍 증도리,증도리,1988-04-23,15120109
4380025025,충청북도 단양군 단양읍 별곡리,별곡리,1988-04-23,15120119
4380025027,충청북도 단양군 단양읍 상진리,상진리,1988-04-23,15120121
4380025028,충청북도 단양군 단양읍 도담리,도담리,1988-04-23,15120122
4380025029,충청북도 단양군 단양읍 후곡리,후곡리,1989-01-01,15120123
4380025031,충청북도 단양군 단양읍 노동리,노동리,1989-01-01,15120125
4380025334,충청북도 단양군 매포읍 고양리,고양리,1988-04-23,15120618
4380025335,충청북도 단양군 매포읍 김산리,김산리,1988-04-23,15120619
4380031021,충청북도 단양군 대강면 장림리,장림리,1988-04-23,15120201
4615036029,전라남도 순천시 송광면 우산리,우산리,1995-01-01,4676036029
4615036030,전라남도 순천시 송광면 덕산리,덕산리,1995-01-01,4676036030
4615036032,전라남도 순천시 송광면 이읍리,이읍리,1995-01-01,4676036032
4615036033,전라남도 순천시 송광면 장안리,장안리,1995-01-01,4676036033
4617033022,전라남도 나주시 반남면 석천리,석천리,1995-01-01,4685033022
4617033024,전라남도 나주시 반남면 덕산리,덕산리,1995-01-01,4685033024
4615036000,전라남도 순천시 송광면,송광면,1995-01-01,4676036000
4671034031,전라남도 담양군 창평면 광덕리,광덕리,1988-04-23,18060711
4671035000,전라남도 담양군 대덕면,대덕면,1988-04-23,18061000
4671035021,전라남도 담양군 대덕면 매산리,매산리,1988-04-23,18061001
4671035022,전라남도 담양군 대덕면 장산리,장산리,1988-04-23,18061002
1129010800,서울특별시 성북구 동소문동5가,동소문동5가,1988-04-23,11050211
1129011000,서울특별시 성북구 동소문동7가,동소문동7가,1988-04-23,11050213
1144012100,서울특별시 마포구 동교동,동교동,1988-04-23,11080309
1144012200,서울특별시 마포구 합정동,합정동,1988-04-23,11080310
1144012300,서울특별시 마포구 망원동,망원동,1988-04-23,11080311
4122025033,경기도 평택시 팽성읍 함정리,함정리,1995-05-10,4174025033
4122025034,경기도 평택시 팽성읍 신대리,신대리,1995-05-10,4174025034
4122025036,경기도 평택시 팽성읍 노양리,노양리,1995-05-10,4174025036
4122025038,경기도 평택시 팽성읍 두정리,두정리,1995-05-10,4174025038
4122025039,경기도 평택시 팽성읍 석근리,석근리,1995-05-10,4174025039
4122025041,경기도 평택시 팽성읍 안정리,안정리,1995-05-10,4174025041
1144011500,서울특별시 마포구 상수동,상수동,1989-06-01,1147011900
1111011200,서울특별시 종로구 체부동,체부동,1988-04-23,11010012
1111011300,서울특별시 종로구 필운동,필운동,1988-04-23,11010013
1111011600,서울특별시 종로구 도렴동,도렴동,1998-12-01,11010016
1111011700,서울특별시 종로구 당주동,당주동,1998-12-01,11010017
1111011800,서울특별시 종로구 내수동,내수동,1998-12-01,11010018
1111011900,서울특별시 종로구 세종로,세종로,1998-12-01,11010019
1111012100,서울특별시 종로구 신문로2가,신문로2가,1998-12-01,11010021
1111012400,서울특별시 종로구 수송동,수송동,1998-12-01,11010024
1111012500,서울특별시 종로구 중학동,중학동,1998-12-01,11010025
1111012600,서울특별시 종로구 종로1가,종로1가,1998-12-01,11010026
1111012900,서울특별시 종로구 견지동,견지동,1998-12-01,11010029
1111013200,서울특별시 종로구 운니동,운니동,1998-12-01,11010032
1111013300,서울특별시 종로구 익선동,익선동,1998-12-01,11010033
4715000000,경상북도 김천시,김천시,1988-04-23,19080000
4790040021,경상북도 예천군 지보면 소화리,소화리,1988-04-23,19291101
4790040023,경상북도 예천군 지보면 지보리,지보리,1988-04-23,19291103
4792032027,경상북도 봉화군 봉성면 우곡리,우곡리,1988-04-23,19310307
4792032028,경상북도 봉화군 봉성면 봉양리,봉양리,1991-08-06,4792032022
4792033021,경상북도 봉화군 법전면 법전리,법전리,1988-04-23,19310401
4792033022,경상북도 봉화군 법전면 풍정리,풍정리,1988-04-23,19310402
4792033024,경상북도 봉화군 법전면 소천리,소천리,1988-04-23,19310404
4792033025,경상북도 봉화군 법전면 눌산리,눌산리,1988-04-23,19310405
4792033027,경상북도 봉화군 법전면 소지리,소지리,1988-04-23,19310407
2711010100,대구광역시 중구 동인동1가,동인동1가,1998-09-14,2211010100
2711010200,대구광역시 중구 동인동2가,동인동2가,1998-09-14,2211010200
2711010300,대구광역시 중구 동인동3가,동인동3가,1995-01-01,2211010300
2711010500,대구광역시 중구 삼덕동1가,삼덕동1가,1998-07-01,2211010500
2711010600,대구광역시 중구 삼덕동2가,삼덕동2가,1998-07-01,2211010600
2711010800,대구광역시 중구 봉산동,봉산동,1998-09-14,2211010800
2711010900,대구광역시 중구 장관동,장관동,1998-09-14,2211010900
2711011100,대구광역시 중구 수동,수동,1998-09-14,2211011100
4372034026,충청북도 보은군 탄부면 고승리,고승리,1988-04-23,15040506
4373025022,충청북도 옥천군 옥천읍 문정리,문정리,1988-04-23,15050102
4373025023,충청북도 옥천군 옥천읍 상계리,상계리,1988-04-23,15050103
4373025025,충청북도 옥천군 옥천읍 교동리,교동리,1988-04-23,15050105
4373025027,충청북도 옥천군 옥천읍 수북리,수북리,1988-04-23,15050107
4373025028,충청북도 옥천군 옥천읍 매화리,매화리,1988-04-23,15050108
4373025029,충청북도 옥천군 옥천읍 구일리,구일리,1988-04-23,15050109
4373025030,충청북도 옥천군 옥천읍 서대리,서대리,1988-04-23,15050110
4373025032,충청북도 옥천군 옥천읍 삼청리,삼청리,1988-04-23,15050112
4373033024,충청북도 옥천군 안내면 동대리,동대리,1988-04-23,15050404
4373033025,충청북도 옥천군 안내면 서대리,서대리,1988-04-23,15050405
4373033027,충청북도 옥천군 안내면 인포리,인포리,1988-04-23,15050407
1132010800,서울특별시 도봉구 도봉동,도봉동,1989-01-01,1135010700
1135000000,서울특별시 노원구,노원구,1988-04-23,11190000
1135010300,서울특별시 노원구 공릉동,공릉동,1988-04-23,11190250
1135010400,서울특별시 노원구 하계동,하계동,1989-09-01,11190251
1135010500,서울특별시 노원구 상계동,상계동,1992-07-01,11190252
1153010900,서울특별시 구로구 궁동,궁동,1988-07-01,11170395
1141011400,서울특별시 서대문구 신촌동,신촌동,1988-04-23,11070269
4372034028,충청북도 보은군 탄부면 대양리,대양리,1988-04-23,15040508
4372034029,충청북도 보은군 탄부면 벽지리,벽지리,1988-04-23,15040509
4713038021,경상북도 경주시 천북면 물천리,물천리,1995-01-01,4779538021
4717032028,경상북도 안동시 북후면 두산리,두산리,1995-01-01,4774032040
4717032029,경상북도 안동시 북후면 신전리,신전리,1995-01-01,4774032041
4717032031,경상북도 안동시 북후면 석탑리,석탑리,1995-01-01,4774032043
4717032032,경상북도 안동시 북후면 대현리,대현리,1995-01-01,4774032044
4713038028,경상북도 경주시 천북면 모아리,모아리,1995-01-01,4779538028
4713037023,경상북도 경주시 강동면 안계리,안계리,1995-01-01,4779537023
