행정코드,행정구역명,최하위행정구역명,생성일자,변경전행정구역코드
4824036022,경상남도 사천시 곤명면 용산리,용산리,1995-05-10,4883036022
4824036023,경상남도 사천시 곤명면 조장리,조장리,1995-05-10,4883036023
4824036024,경상남도 사천시 곤명면 봉계리,봉계리,1995-05-10,4883036024
4824036026,경상남도 사천시 곤명면 삼정리,삼정리,1995-05-10,4883036026
4824036028,경상남도 사천시 곤명면 마곡리,마곡리,1995-05-10,4883036028
4824036029,경상남도 사천시 곤명면 성방리,성방리,1995-05-10,4883036029
4825012000,경상남도 김해시 안동,안동,1988-04-23,20272000
4825010200,경상남도 김해시 서상동,서상동,1988-04-23,20270200
4825010300,경상남도 김해시 부원동,부원동,1988-04-23,20270300
4825010500,경상남도 김해시 대성동,대성동,1988-04-23,20270500
4481025028,충청남도 예산군 예산읍 관작리,관작리,1988-04-23,16130108
4481025029,충청남도 예산군 예산읍 창소리,창소리,1988-04-23,16130109
4481025030,충청남도 예산군 예산읍 신례원리,신례원리,1988-04-23,16130110
4481025032,충청남도 예산군 예산읍 궁평리,궁평리,1988-04-23,16130112
4773046034,경상북도 의성군 안평면 창길리,창길리,1988-10-01,19121701
4773046035,경상북도 의성군 안평면 괴산리,괴산리,1988-10-01,19121702
4723025037,경상북도 영천시 금호읍 원기리,원기리,1995-01-01,4780025037
4723025038,경상북도 영천시 금호읍 신대리,신대리,1995-01-01,4780025038
4723025039,경상북도 영천시 금호읍 남성리,남성리,1995-01-01,4780025039
4723025041,경상북도 영천시 금호읍 황정리,황정리,1995-01-01,4780025041
4723031021,경상북도 영천시 청통면 호당리,호당리,1995-01-01,4780031038
4723031022,경상북도 영천시 청통면 우천리,우천리,1995-01-01,4780031039
4723031024,경상북도 영천시 청통면 신덕리,신덕리,1995-01-01,4780031041
4723025030,경상북도 영천시 금호읍 관정리,관정리,1995-01-01,4780025030
4723025031,경상북도 영천시 금호읍 구암리,구암리,1995-01-01,4780025031
4723025033,경상북도 영천시 금호읍 대곡리,대곡리,1995-01-01,4780025033
4723025034,경상북도 영천시 금호읍 호남리,호남리,1995-01-01,4780025034
4723033033,경상북도 영천시 화산면 유성리,유성리,1995-01-01,4780033048
4825036000,경상남도 김해시 상동면,상동면,1995-05-10,4878038000
4825034025,경상남도 김해시 한림면 용덕리,용덕리,1995-05-10,4878036025
4825034026,경상남도 김해시 한림면 안곡리,안곡리,1995-05-10,4878036026
4825034028,경상남도 김해시 한림면 장방리,장방리,1995-05-10,4878036028
4825034029,경상남도 김해시 한림면 시산리,시산리,1995-05-10,4878036029
4825032000,경상남도 김해시 주촌면,주촌면,1995-05-10,4878034000
4825032022,경상남도 김해시 주촌면 원지리,원지리,1995-05-10,4878034022
4825032023,경상남도 김해시 주촌면 덕암리,덕암리,1995-05-10,4878034023
4423032032,충청남도 논산시 광석면 율리,율리,1996-03-01,4475032032
4423032033,충청남도 논산시 광석면 오강리,오강리,1996-03-01,4475032033
4423033021,충청남도 논산시 노성면 읍내리,읍내리,1996-03-01,4475033021
4423033022,충청남도 논산시 노성면 두사리,두사리,1996-03-01,4475033022
4423033023,충청남도 논산시 노성면 송당리,송당리,1996-03-01,4475033023
4423033025,충청남도 논산시 노성면 하도리,하도리,1996-03-01,4475033025
4721039030,경상북도 영주시 부석면 보계리,보계리,1995-01-01,4791039030
4723025036,경상북도 영천시 금호읍 오계리,오계리,1995-01-01,4780025036
4889041000,경상남도 합천군 대양면,대양면,1988-04-23,20251200
4889041021,경상남도 합천군 대양면 정양리,정양리,1988-04-23,20251201
4889041022,경상남도 합천군 대양면 아천리,아천리,1988-04-23,20251202
4889041024,경상남도 합천군 대양면 무곡리,무곡리,1988-04-23,20251204
4889041025,경상남도 합천군 대양면 덕정리,덕정리,1988-04-23,20251205
4825033025,경상남도 김해시 진례면 신안리,신안리,1995-05-10,4878035025
4825033026,경상남도 김해시 진례면 산본리,산본리,1995-05-10,4878035026
4825033027,경상남도 김해시 진례면 신월리,신월리,1995-05-10,4878035027
4825033029,경상남도 김해시 진례면 담안리,담안리,1995-05-10,4878035029
4825034000,경상남도 김해시 한림면,한림면,1995-05-10,4878036000
4825034021,경상남도 김해시 한림면 명동리,명동리,1995-05-10,4878036021
4825034023,경상남도 김해시 한림면 병동리,병동리,1995-05-10,4878036023
4418039025,충청남도 보령시 미산면 늑전리,늑전리,1995-01-01,4478039025
4418039026,충청남도 보령시 미산면 도흥리,도흥리,1995-01-01,4478039026
4418039027,충청남도 보령시 미산면 봉성리,봉성리,1995-01-01,4478039027
4418039029,충청남도 보령시 미산면 은현리,은현리,1995-01-01,4478039029
4418039030,충청남도 보령시 미산면 내평리,내평리,1995-01-01,4478039030
4423033026,충청남도 논산시 노성면 죽림리,죽림리,1996-03-01,4475033026
4423032024,충청남도 논산시 광석면 갈산리,갈산리,1996-03-01,4475032024
4423032025,충청남도 논산시 광석면 광리,광리,1996-03-01,4475032025
4423032027,충청남도 논산시 광석면 산동리,산동리,1996-03-01,4475032027
4423032029,충청남도 논산시 광석면 왕전리,왕전리,1996-03-01,4475032029
4423032030,충청남도 논산시 광석면 항월리,항월리,1996-03-01,4475032030
4717035030,경상북도 안동시 일직면 조탑리,조탑리,1995-01-01,4774035043
4717034027,경상북도 안동시 풍천면 금계리,금계리,1995-01-01,4774034040
4717034028,경상북도 안동시 풍천면 구호리,구호리,1995-01-01,4774034041
4717034029,경상북도 안동시 풍천면 어담리,어담리,1995-01-01,4774034042
4717034031,경상북도 안동시 풍천면 가곡리,가곡리,1995-01-01,4774034044
4717034033,경상북도 안동시 풍천면 하회리,하회리,1995-01-01,4774034046
4717035000,경상북도 안동시 일직면,일직면,1995-01-01,4774035000
4717035021,경상북도 안동시 일직면 귀미리,귀미리,1995-01-01,4774035034
4717035023,경상북도 안동시 일직면 망호리,망호리,1995-01-01,4774035036
4723010100,경상북도 영천시 조교동,조교동,1988-04-23,19370100
4723010300,경상북도 영천시 야사동,야사동,1988-04-23,19370300
4723010500,경상북도 영천시 문외동,문외동,1988-04-23,19370500
4721035032,경상북도 영주시 안정면 대평리,대평리,1995-01-01,4791035046
4721035033,경상북도 영주시 안정면 오계리,오계리,1995-01-01,4791035047
4777032042,경상북도 영덕군 남정면 사암리,사암리,1988-10-01,19160307
4687037026,전라남도 영광군 법성면 입암리,입암리,1988-04-23,18220906
4687037028,전라남도 영광군 법성면 월산리,월산리,1988-04-23,18220908
4678033026,전라남도 보성군 겸백면 용산리,용산리,1988-04-23,18130506
4688040030,전라남도 장성군 북하면 동현리,동현리,1991-04-19,18231110
4688025036,전라남도 장성군 장성읍 용곡리,용곡리,1988-04-23,18230116
3171025600,울산광역시 울주군 온양읍,온양읍,2001-03-01,3171032000
3171025621,울산광역시 울주군 온양읍 발리,발리,2001-03-01,3171032021
3171025623,울산광역시 울주군 온양읍 망양리,망양리,2001-03-01,3171032023
3171025624,울산광역시 울주군 온양읍 남창리,남창리,2001-03-01,3171032024
4711131026,경상북도 포항시 남구 대송면 송동리,송동리,1995-01-01,4778036040
4711131027,경상북도 포항시 남구 대송면 제내리,제내리,1995-01-01,4778036036
4711131028,경상북도 포항시 남구 대송면 옥명리,옥명리,1995-01-01,4778036037
4711132000,경상북도 포항시 남구 동해면,동해면,1995-01-01,4778037000
4711132022,경상북도 포항시 남구 동해면 약전리,약전리,1995-01-01,4778037036
4377033029,충청북도 음성군 맹동면 통동리,통동리,1988-04-23,15090409
4377034000,충청북도 음성군 대소면,대소면,1988-04-23,15090500
4377033027,충청북도 음성군 맹동면 본성리,본성리,1988-04-23,15090407
4161033000,경기도 광주시 도척면,도척면,2001-03-20,4179034000
4161033022,경기도 광주시 도척면 유정리,유정리,2001-03-20,4179034022
4159025332,경기도 화성시 봉담읍 유리,유리,2001-03-21,4175025332
4159025300,경기도 화성시 봉담읍,봉담읍,2001-03-21,4175025300
4159025322,경기도 화성시 봉담읍 내리,내리,2001-03-21,4175025322
4159025323,경기도 화성시 봉담읍 수영리,수영리,2001-03-21,4175025323
4159025325,경기도 화성시 봉담읍 와우리,와우리,2001-03-21,4175025325
4159025326,경기도 화성시 봉담읍 수기리,수기리,2001-03-21,4175025326
4159025328,경기도 화성시 봉담읍 왕림리,왕림리,2001-03-21,4175025328
4159025329,경기도 화성시 봉담읍 세곡리,세곡리,2001-03-21,4175025329
4691033024,전라남도 신안군 자은면 유천리,유천리,1988-04-23,18260304
4691033025,전라남도 신안군 자은면 유각리,유각리,1988-04-23,18260305
4691033026,전라남도 신안군 자은면 면전리,면전리,1988-04-23,18260306
4691033028,전라남도 신안군 자은면 고장리,고장리,1988-04-23,18260308
4691033029,전라남도 신안군 자은면 구영리,구영리,1988-04-23,18260309
4691034021,전라남도 신안군 비금면 광대리,광대리,1988-04-23,18260401
4691034022,전라남도 신안군 비금면 용소리,용소리,1988-04-23,18260402
4691034024,전라남도 신안군 비금면 가산리,가산리,1988-04-23,18260404
4691034025,전라남도 신안군 비금면 덕산리,덕산리,1988-04-23,18260405
4691034027,전라남도 신안군 비금면 구림리,구림리,1988-04-23,18260407
4691034028,전라남도 신안군 비금면 신원리,신원리,1988-04-23,18260408
2644010500,부산광역시 강서구 죽림동,죽림동,1995-01-01,2147010500
2644010600,부산광역시 강서구 식만동,식만동,1995-01-01,2147010600
2644010700,부산광역시 강서구 죽동동,죽동동,1995-01-01,2147010700
2644010800,부산광역시 강서구 봉림동,봉림동,1995-01-01,2147010800
2644011000,부산광역시 강서구 화전동,화전동,1995-01-01,2147011000
4159036030,경기도 화성시 팔탄면 덕우리,덕우리,2001-03-21,4175039030
4159035026,경기도 화성시 서신면 제부리,제부리,2001-03-21,4175038026
4159035027,경기도 화성시 서신면 홍법리,홍법리,2001-03-21,4175038027
4159035029,경기도 화성시 서신면 매화리,매화리,2001-03-21,4175038029
4159035030,경기도 화성시 서신면 용두리,용두리,2001-03-21,4175038030
4159035032,경기도 화성시 서신면 백미리,백미리,2001-03-21,4175038032
4159036000,경기도 화성시 팔탄면,팔탄면,2001-03-21,4175039000
4159036022,경기도 화성시 팔탄면 창곡리,창곡리,2001-03-21,4175039022
4159036023,경기도 화성시 팔탄면 기천리,기천리,2001-03-21,4175039023
4159036025,경기도 화성시 팔탄면 구장리,구장리,2001-03-21,4175039025
4159036026,경기도 화성시 팔탄면 율암리,율암리,2001-03-21,4175039026
4159036028,경기도 화성시 팔탄면 덕천리,덕천리,2001-03-21,4175039028
4615038029,전라남도 순천시 낙안면 평촌리,평촌리,1995-01-01,4676038029
4673034024,전라남도 구례군 마산면 황전리,황전리,1988-04-23,18080504
4673034025,전라남도 구례군 마산면 갑산리,갑산리,1988-04-23,18080505
4673035000,전라남도 구례군 광의면,광의면,1988-04-23,18080600
4673035021,전라남도 구례군 광의면 연파리,연파리,1988-04-23,18080601
4673035023,전라남도 구례군 광의면 대산리,대산리,1988-04-23,18080603
4673035024,전라남도 구례군 광의면 지천리,지천리,1988-04-23,18080604
4673035026,전라남도 구례군 광의면 대전리,대전리,1988-04-23,18080606
4673035027,전라남도 구례군 광의면 온당리,온당리,1988-04-23,18080607
4673036000,전라남도 구례군 용방면,용방면,1988-04-23,18080700
4673036022,전라남도 구례군 용방면 신지리,신지리,1988-04-23,18080702
4874038027,경상남도 창녕군 영산면 신제리,신제리,1988-04-23,20101007
4874038028,경상남도 창녕군 영산면 월령리,월령리,1988-04-23,20101008
4874039000,경상남도 창녕군 장마면,장마면,1988-04-23,20101100
4874039021,경상남도 창녕군 장마면 강리,강리,1988-04-23,20101101
4723038023,경상북도 영천시 고경면 창상리,창상리,1995-01-01,4780038053
4723038024,경상북도 영천시 고경면 대의리,대의리,1995-01-01,4780038054
4723038026,경상북도 영천시 고경면 오류리,오류리,1995-01-01,4780038056
4723038027,경상북도 영천시 고경면 고도리,고도리,1995-01-01,4780038057
4723038029,경상북도 영천시 고경면 용전리,용전리,1995-01-01,4780038059
4723038031,경상북도 영천시 고경면 상리리,상리리,1995-01-01,4780038061
4723038032,경상북도 영천시 고경면 학리,학리,1995-01-01,4780038062
4723039039,경상북도 영천시 북안면 원당리,원당리,1995-01-01,4780039063
4824031025,경상남도 사천시 정동면 수청리,수청리,1995-05-10,4883031025
4824025021,경상남도 사천시 사천읍 선인리,선인리,1995-05-10,4883025021
4824025022,경상남도 사천시 사천읍 정의리,정의리,1995-05-10,4883025022
4824025024,경상남도 사천시 사천읍 수석리,수석리,1995-05-10,4883025024
4824025025,경상남도 사천시 사천읍 사주리,사주리,1995-05-10,4883025025
4824025027,경상남도 사천시 사천읍 중선리,중선리,1995-05-10,4883025027
4824025028,경상남도 사천시 사천읍 구암리,구암리,1995-05-10,4883025028
4824025030,경상남도 사천시 사천읍 금곡리,금곡리,1995-05-10,4883025030
4824025031,경상남도 사천시 사천읍 두량리,두량리,1995-05-10,4883025031
4824031022,경상남도 사천시 정동면 예수리,예수리,1995-05-10,4883031022
4824031023,경상남도 사천시 정동면 화암리,화암리,1995-05-10,4883031023
4824025000,경상남도 사천시 사천읍,사천읍,1995-05-10,4883025000
4723031029,경상북도 영천시 청통면 신학리,신학리,1995-01-01,4780031046
4723031031,경상북도 영천시 청통면 애련리,애련리,1995-01-01,4780031048
4723031032,경상북도 영천시 청통면 계포리,계포리,1995-01-01,4780031049
4723031034,경상북도 영천시 청통면 신원리,신원리,1995-01-01,4780031051
4723032000,경상북도 영천시 신녕면,신녕면,1995-01-01,4780032000
4723032021,경상북도 영천시 신녕면 치산리,치산리,1995-01-01,4780032032
4723032023,경상북도 영천시 신녕면 화서리,화서리,1995-01-01,4780032034
4723032025,경상북도 영천시 신녕면 왕산리,왕산리,1995-01-01,4780032036
4723037031,경상북도 영천시 임고면 우항리,우항리,1995-01-01,4780037045
4723036025,경상북도 영천시 자양면 용산리,용산리,1995-01-01,4780036034
4723036028,경상북도 영천시 자양면 성곡리,성곡리,1995-01-01,4780036037
4825025022,경상남도 김해시 진영읍 하계리,하계리,1995-05-10,4878025022
4825025023,경상남도 김해시 진영읍 방동리,방동리,1995-05-10,4878025023
4678032000,전라남도 보성군 미력면,미력면,1988-04-23,18130400
4678032021,전라남도 보성군 미력면 도개리,도개리,1988-04-23,18130401
4678032022,전라남도 보성군 미력면 미력리,미력리,1988-04-23,18130402
4678032024,전라남도 보성군 미력면 용정리,용정리,1988-04-23,18130404
4678032025,전라남도 보성군 미력면 덕림리,덕림리,1988-04-23,18130405
4678032027,전라남도 보성군 미력면 초당리,초당리,1988-04-23,18130407
4678033000,전라남도 보성군 겸백면,겸백면,1988-04-23,18130500
4678033022,전라남도 보성군 겸백면 운림리,운림리,1988-04-23,18130502
4678033023,전라남도 보성군 겸백면 은덕리,은덕리,1988-04-23,18130503
4711131000,경상북도 포항시 남구 대송면,대송면,1995-01-01,4778036000
4711131021,경상북도 포항시 남구 대송면 공수리,공수리,1995-01-01,4778036030
4711131023,경상북도 포항시 남구 대송면 홍계리,홍계리,1995-01-01,4778036032
4711131024,경상북도 포항시 남구 대송면 산여리,산여리,1995-01-01,4778036033
4711310300,경상북도 포항시 북구 남빈동,남빈동,1995-01-01,4711010400
4711310400,경상북도 포항시 북구 상원동,상원동,1995-01-01,4711010300
4711125623,경상북도 포항시 남구 오천읍 항사리,항사리,1995-01-01,4778025923
4711133035,경상북도 포항시 남구 장기면 대진리,대진리,1995-01-01,4778038535
4711133037,경상북도 포항시 남구 장기면 학계리,학계리,1995-01-01,4778038537
4711133038,경상북도 포항시 남구 장기면 학곡리,학곡리,1995-01-01,4778038538
4711133040,경상북도 포항시 남구 장기면 창지리,창지리,1995-01-01,4778038540
4687038022,전라남도 영광군 낙월면 하낙월리,하낙월리,1988-04-23,18221102
4687038023,전라남도 영광군 낙월면 임병리,임병리,1988-04-23,18221103
4687038025,전라남도 영광군 낙월면 월촌리,월촌리,1988-04-23,18221105
4687038026,전라남도 영광군 낙월면 신기리,신기리,1988-04-23,18221106
4687038028,전라남도 영광군 낙월면 석만리,석만리,1988-04-23,18221108
4161010200,경기도 광주시 쌍령동,쌍령동,2001-03-20,4179025022
4161010300,경기도 광주시 송정동,송정동,2001-03-20,4179025023
4161010400,경기도 광주시 회덕동,회덕동,2001-03-20,4179025024
4161010600,경기도 광주시 목현동,목현동,2001-03-20,4179025026
4161010700,경기도 광주시 삼동,삼동,2001-03-20,4179025027
4161010900,경기도 광주시 직동,직동,2001-03-20,4179025029
4161011000,경기도 광주시 태전동,태전동,2001-03-20,4179025030
4161011100,경기도 광주시 장지동,장지동,2001-03-20,4179025031
4161011300,경기도 광주시 목동,목동,2001-03-20,4179025033
4721035030,경상북도 영주시 안정면 옹암리,옹암리,1995-01-01,4791035044
4723012100,경상북도 영천시 녹전동,녹전동,1998-10-20,19372100
4723012200,경상북도 영천시 도림동,도림동,1998-10-20,19372200
4721035034,경상북도 영주시 안정면 동촌리,동촌리,1995-01-01,4791035048
4721034026,경상북도 영주시 장수면 소룡리,소룡리,1995-01-01,4791034026
4721034027,경상북도 영주시 장수면 호문리,호문리,1995-01-01,4791034027
4721034028,경상북도 영주시 장수면 파지리,파지리,1995-01-01,4791034028
4721035021,경상북도 영주시 안정면 신전리,신전리,1995-01-01,4791035035
4721035023,경상북도 영주시 안정면 봉암리,봉암리,1995-01-01,4791035037
4721035024,경상북도 영주시 안정면 용산리,용산리,1995-01-01,4791035038
4721035026,경상북도 영주시 안정면 묵리,묵리,1995-01-01,4791035040
4721035027,경상북도 영주시 안정면 내줄리,내줄리,1995-01-01,4791035041
4678033027,전라남도 보성군 겸백면 남양리,남양리,1988-04-23,18130507
4678033028,전라남도 보성군 겸백면 사곡리,사곡리,1988-04-23,18130508
4775025021,경상북도 청송군 청송읍 월막리,월막리,1988-10-01,19140102
4113100000,경기도 성남시 수정구,성남시 수정구,1989-05-01,13060100
4113110100,경기도 성남시 수정구 신흥동,신흥동,1989-05-01,13060101
4113110300,경기도 성남시 수정구 수진동,수진동,1989-05-01,13060103
4113110400,경기도 성남시 수정구 단대동,단대동,1989-05-01,13060104
4113110600,경기도 성남시 수정구 양지동,양지동,1989-05-01,13060106
4113110700,경기도 성남시 수정구 복정동,복정동,1989-01-01,13060107
4113110900,경기도 성남시 수정구 신촌동,신촌동,1989-05-01,13060109
4113111000,경기도 성남시 수정구 오야동,오야동,1989-05-01,13060110
4711132023,경상북도 포항시 남구 동해면 금광리,금광리,1995-01-01,4778037037
4711132025,경상북도 포항시 남구 동해면 석리,석리,1995-01-01,4778037039
4711132026,경상북도 포항시 남구 동해면 임곡리,임곡리,1995-01-01,4778037040
4711132028,경상북도 포항시 남구 동해면 마산리,마산리,1995-01-01,4778037042
4711132030,경상북도 포항시 남구 동해면 중흥리,중흥리,1995-01-01,4778037044
4711132031,경상북도 포항시 남구 동해면 발산리,발산리,1995-01-01,4778037045
4711125624,경상북도 포항시 남구 오천읍 진전리,진전리,1995-01-01,4778025924
4711125625,경상북도 포항시 남구 오천읍 갈평리,갈평리,1995-01-01,4778025925
4711125627,경상북도 포항시 남구 오천읍 용산리,용산리,1995-01-01,4778025927
4711125628,경상북도 포항시 남구 오천읍 광명리,광명리,1995-01-01,4778025928
4711125630,경상북도 포항시 남구 오천읍 용덕리,용덕리,1995-01-01,4778025930
4687037030,전라남도 영광군 법성면 용덕리,용덕리,1988-04-23,18220910
4687037031,전라남도 영광군 법성면 삼당리,삼당리,1988-04-23,18220911
4687038000,전라남도 영광군 낙월면,낙월면,1988-04-23,18221100
4377032029,충청북도 음성군 원남면 주봉리,주봉리,1988-04-23,15090309
4377032030,충청북도 음성군 원남면 문암리,문암리,1988-04-23,15090310
4377032031,충청북도 음성군 원남면 조촌리,조촌리,1988-04-23,15090311
4377032033,충청북도 음성군 원남면 덕정리,덕정리,1988-04-23,15090313
4377033021,충청북도 음성군 맹동면 쌍정리,쌍정리,1988-04-23,15090401
4377033022,충청북도 음성군 맹동면 인곡리,인곡리,1988-04-23,15090402
4377033024,충청북도 음성군 맹동면 봉현리,봉현리,1988-04-23,15090404
4377033026,충청북도 음성군 맹동면 신돈리,신돈리,1988-04-23,15090406
4161033023,경기도 광주시 도척면 방도리,방도리,2001-03-20,4179034023
4420041023,충청남도 아산시 신창면 창암리,창암리,1995-01-01,4484041023
4420041024,충청남도 아산시 신창면 황산리,황산리,1995-01-01,4484041024
4420041025,충청남도 아산시 신창면 행목리,행목리,1995-01-01,4484041025
4420041027,충청남도 아산시 신창면 신달리,신달리,1995-01-01,4484041027
4420041028,충청남도 아산시 신창면 남성리,남성리,1995-01-01,4484041028
4420041030,충청남도 아산시 신창면 가덕리,가덕리,1995-01-01,4484041030
4420041031,충청남도 아산시 신창면 신곡리,신곡리,1995-01-01,4484041031
4421000000,충청남도 서산시,서산시,1989-01-01,4482011000
4421010100,충청남도 서산시 읍내동,읍내동,1989-01-01,4482011021
4421010200,충청남도 서산시 동문동,동문동,1989-01-01,4482011022
4131010700,경기도 구리시 토평동,토평동,1996-01-08,13340700
4159025331,경기도 화성시 봉담읍 마하리,마하리,2001-03-21,4175025331
4691034030,전라남도 신안군 비금면 죽림리,죽림리,1988-04-23,18260410
2644011100,부산광역시 강서구 녹산동,녹산동,1995-01-01,2147011100
2644011300,부산광역시 강서구 구랑동,구랑동,1995-01-01,2147011300
2644011400,부산광역시 강서구 지사동,지사동,1995-01-01,2147011400
2644011600,부산광역시 강서구 범방동,범방동,1995-01-01,2147011600
2644011700,부산광역시 강서구 신호동,신호동,1995-01-01,2147011700
4159036029,경기도 화성시 팔탄면 지월리,지월리,2001-03-21,4175039029
4159035025,경기도 화성시 서신면 송교리,송교리,2001-03-21,4175038025
4159034024,경기도 화성시 송산면 용포리,용포리,2001-03-21,4175037024
4159034025,경기도 화성시 송산면 고정리,고정리,2001-03-21,4175037025
4159034027,경기도 화성시 송산면 천등리,천등리,2001-03-21,4175037027
4159034028,경기도 화성시 송산면 신천리,신천리,2001-03-21,4175037028
4159034030,경기도 화성시 송산면 마산리,마산리,2001-03-21,4175037030
4159034031,경기도 화성시 송산면 고포리,고포리,2001-03-21,4175037031
4159034033,경기도 화성시 송산면 중송리,중송리,2001-03-21,4175037033
4159034034,경기도 화성시 송산면 육일리,육일리,2001-03-21,4175037034
4159035000,경기도 화성시 서신면,서신면,2001-03-21,4175038000
4159035021,경기도 화성시 서신면 전곡리,전곡리,2001-03-21,4175038021
4882025021,경상남도 고성군 고성읍 성내리,성내리,1988-10-01,20180101
4882025022,경상남도 고성군 고성읍 서외리,서외리,1988-10-01,20180102
4882025024,경상남도 고성군 고성읍 동외리,동외리,1988-10-01,20180104
4882025025,경상남도 고성군 고성읍 송학리,송학리,1988-10-01,20180105
4615038028,전라남도 순천시 낙안면 옥산리,옥산리,1995-01-01,4676038028
4673034022,전라남도 구례군 마산면 광평리,광평리,1988-04-23,18080502
4681031021,전라남도 강진군 군동면 파산리,파산리,1988-04-23,18160201
4681031023,전라남도 강진군 군동면 라천리,라천리,1988-04-23,18160203
4681031025,전라남도 강진군 군동면 화산리,화산리,1988-04-23,18160205
4681031026,전라남도 강진군 군동면 용소리,용소리,1988-04-23,18160206
4681031028,전라남도 강진군 군동면 장산리,장산리,1988-04-23,18160208
4681031029,전라남도 강진군 군동면 덕천리,덕천리,1988-04-23,18160209
4681031031,전라남도 강진군 군동면 쌍덕리,쌍덕리,1988-04-23,18160211
4681031032,전라남도 강진군 군동면 금사리,금사리,1988-04-23,18160212
4681032000,전라남도 강진군 칠량면,칠량면,1988-04-23,18160300
4681032022,전라남도 강진군 칠량면 동백리,동백리,1988-04-23,18160302
4725000000,경상북도 상주시,상주시,1988-04-23,19380000
4725010100,경상북도 상주시 성하동,성하동,1988-04-23,19380100
4725010200,경상북도 상주시 성동동,성동동,1988-04-23,19380200
4725010400,경상북도 상주시 복룡동,복룡동,1988-04-23,19380400
4725010500,경상북도 상주시 냉림동,냉림동,1988-04-23,19380500
4725010700,경상북도 상주시 남성동,남성동,1988-04-23,19380700
4725010800,경상북도 상주시 서문동,서문동,1998-10-12,19380800
4723039038,경상북도 영천시 북안면 관리,관리,1995-01-01,4780039062
4725025030,경상북도 상주시 함창읍 척동리,척동리,1995-01-01,4788025030
4725025031,경상북도 상주시 함창읍 태봉리,태봉리,1995-01-01,4788025031
4723039041,경상북도 영천시 북안면 반정리,반정리,1995-01-01,4780039065
4723039024,경상북도 영천시 북안면 도유리,도유리,1995-01-01,4780039048
4824012000,경상남도 사천시 늑도동,늑도동,1995-05-10,4823012000
4824012100,경상남도 사천시 신수동,신수동,1995-05-10,4823012100
4824012200,경상남도 사천시 백천동,백천동,1998-09-12,4823012200
4824012500,경상남도 사천시 대포동,대포동,1998-09-12,4823012500
4824012600,경상남도 사천시 송포동,송포동,1998-09-12,4823012600
4827038024,경상남도 밀양시 무안면 화봉리,화봉리,1995-01-01,4875038024
4827038026,경상남도 밀양시 무안면 양효리,양효리,1995-01-01,4875038026
4723036029,경상북도 영천시 자양면 용화리,용화리,1995-01-01,4780036038
4723037021,경상북도 영천시 임고면 양항리,양항리,1995-01-01,4780037035
4723037023,경상북도 영천시 임고면 덕연리,덕연리,1995-01-01,4780037037
4723037024,경상북도 영천시 임고면 삼매리,삼매리,1995-01-01,4780037038
4723037026,경상북도 영천시 임고면 황강리,황강리,1995-01-01,4780037040
4723037027,경상북도 영천시 임고면 효리,효리,1995-01-01,4780037041
4723037029,경상북도 영천시 임고면 사리,사리,1995-01-01,4780037043
4723037030,경상북도 영천시 임고면 수성리,수성리,1995-01-01,4780037044
4723036023,경상북도 영천시 자양면 충효리,충효리,1995-01-01,4780036032
4723039021,경상북도 영천시 북안면 상리,상리,1995-01-01,4780039045
4723039022,경상북도 영천시 북안면 당리,당리,1995-01-01,4780039046
4723036026,경상북도 영천시 자양면 신방리,신방리,1995-01-01,4780036035
4825010700,경상남도 김해시 삼계동,삼계동,1988-04-23,20270700
4825010800,경상남도 김해시 내동,내동,1988-04-23,20270800
4824036021,경상남도 사천시 곤명면 추천리,추천리,1995-05-10,4883036021
4824034026,경상남도 사천시 축동면 가산리,가산리,1995-05-10,4883034026
4824034027,경상남도 사천시 축동면 구호리,구호리,1995-05-10,4883034027
4824035000,경상남도 사천시 곤양면,곤양면,1995-05-10,4883035000
4824035022,경상남도 사천시 곤양면 남문외리,남문외리,1995-05-10,4883035022
4824035023,경상남도 사천시 곤양면 서정리,서정리,1995-05-10,4883035023
4824035025,경상남도 사천시 곤양면 대진리,대진리,1995-05-10,4883035025
4824036031,경상남도 사천시 곤명면 송림리,송림리,1995-05-10,4883036031
4824035028,경상남도 사천시 곤양면 흥사리,흥사리,1995-05-10,4883035028
4776032034,경상북도 영양군 청기면 정족리,정족리,1988-10-01,19150301
4723033034,경상북도 영천시 화산면 부계리,부계리,1995-01-01,4780033049
4723012500,경상북도 영천시 쌍계동,쌍계동,1998-10-20,19372500
4723012600,경상북도 영천시 도남동,도남동,1998-10-20,19372600
4723012700,경상북도 영천시 매산동,매산동,1998-10-20,19372700
4723012800,경상북도 영천시 언하동,언하동,1988-04-23,19372800
4723013000,경상북도 영천시 서산동,서산동,1998-10-20,19373000
4723025000,경상북도 영천시 금호읍,금호읍,1995-01-01,4780025000
4723025022,경상북도 영천시 금호읍 덕성리,덕성리,1995-01-01,4780025022
4723025024,경상북도 영천시 금호읍 대미리,대미리,1995-01-01,4780025024
4723025025,경상북도 영천시 금호읍 석섬리,석섬리,1995-01-01,4780025025
4723025027,경상북도 영천시 금호읍 냉천리,냉천리,1995-01-01,4780025027
4825032025,경상남도 김해시 주촌면 내삼리,내삼리,1995-05-10,4878034025
4825034024,경상남도 김해시 한림면 신천리,신천리,1995-05-10,4878036024
4825032027,경상남도 김해시 주촌면 망덕리,망덕리,1995-05-10,4878034027
4825032028,경상남도 김해시 주촌면 농소리,농소리,1995-05-10,4878034028
